industry,country,sub_category,query_en,query_da,recent_avg,trailing_avg,wow_change_pct,threshold_pct,meets_volume_floor,meets_baseline_floor,flagged
beauty_skincare,DK,sunscreen,solcreme,,51.14,34.64,47.6,35,True,True,True
lingerie_intimates,DK,robe,morgenkåbe,,31.71,22.07,43.7,35,True,True,True
automotive_accessories,DK,winter_tires,vinterdæk,,31.43,22.11,42.2,30,True,True,True
pet_supplies,DK,cat_tree,kradsetræ,,12.71,9.04,40.7,30,True,True,True
pet_supplies,DK,scratching_post,kradsetræ,,12.71,9.04,40.7,30,True,True,True
fashion_women,DK,oversized_blazer,oversize blazer,,22.57,16.21,39.2,40,True,True,False
beauty_makeup,DK,lip_liner,lip liner,,18.71,13.86,35.1,40,True,True,False
diy_tools,DK,circular_saw,rundsav,,30.71,23.18,32.5,30,True,True,True
fashion_men,DK,polo_shirt,polo shirt,,28.14,21.32,32.0,35,True,True,False
lingerie_intimates,DK,one_piece_swimsuit,badedragt,,51.29,38.96,31.6,35,True,True,False
jewelry_accessories,DK,engagement_ring,forlovelsesring,,38.14,29.46,29.5,35,True,True,False
automotive_accessories,DK,car_detailing,bilpleje,,28.29,21.93,29.0,30,True,True,False
furniture_indoor,DK,wardrobe,garderobe,,21.86,17.32,26.2,30,True,True,False
lingerie_intimates,DK,bikini,bikini,,56.43,44.79,26.0,35,True,True,False
wellness_supplements,DK,magnesium_supplement,magnesium tilskud,,9.57,7.68,24.7,35,False,False,False
garden_outdoor,DK,garden_hammock,hængekøje,,42,33.89,23.9,25,True,True,False
diy_tools,DK,work_gloves,arbejdshandsker,,6,4.93,21.7,30,False,False,False
jewelry_accessories,DK,crossbody_bag,crossbody taske,,37.86,31.64,19.6,35,True,True,False
bath_personal_care,DK,essential_oils,æteriske olier,,8.57,7.21,18.8,30,False,False,False
wellness_supplements,DK,essential_oils,æteriske olier,,8.57,7.21,18.8,35,False,False,False
kids_baby,DK,kids_clothing,børnetøj,,40.29,34.46,16.9,30,True,True,False
bath_personal_care,DK,shower_gel,shower gel,,15.86,13.68,15.9,30,True,True,False
footwear_casual,DK,chelsea_boots,chelsea boots,,7.57,6.54,15.8,35,False,False,False
garden_outdoor,DK,garden_chair,havestol,,38.86,34,14.3,25,True,True,False
outdoor_recreation,DK,tent,telt,,61.29,53.61,14.3,25,True,True,False
garden_outdoor,DK,bbq,grill,,54,49.14,9.9,25,True,True,False
furniture_indoor,DK,side_table,sidebord,,25.57,24.04,6.4,30,True,True,False
toys_games,DK,building_blocks,klodser,,35.86,33.93,5.7,30,True,True,False
lighting,DK,string_lights,lyskæde,,53.71,51.25,4.8,30,True,True,False
jewelry_accessories,DK,tennis_bracelet,tennisarmbånd,,8,7.82,2.3,35,False,False,False
beauty_makeup,DK,liquid_blush,flydende blush,,0,0,0,40,False,False,False
beauty_skincare,DK,face_mist,ansigtsmist,,0,0,0,35,False,False,False
beauty_skincare,DK,vitamin_c_serum,c-vitamin serum,,0,0,0,35,False,False,False
diy_tools,DK,tool_storage,værktøjsopbevaring,,0,0,0,30,False,False,False
fashion_men,DK,knitwear,strikvarer,,0,0,0,35,False,False,False
fashion_men,DK,tee_basics,basis t-shirt,,0,0,0,35,False,False,False
fashion_women,DK,wrap_top,slå-om top,,0,0,0,40,False,False,False
fitness_apparel,DK,matching_set,matching sæt,,0,0,0,35,False,False,False
fitness_apparel,DK,performance_fabric,funktionstekstil,,0,0,0,35,False,False,False
fitness_apparel,DK,training_jacket,trænings jakke,,0,0,0,35,False,False,False
food_beverage_specialty,DK,craft_chocolate,håndlavet chokolade,,0,0,0,30,False,False,False
food_beverage_specialty,DK,fermented_foods,fermenterede fødevarer,,0,0,0,30,False,False,False
food_beverage_specialty,DK,natural_snacks,naturlige snacks,,0,0,0,30,False,False,False
food_beverage_specialty,DK,specialty_coffee,specialty kaffe,,0,0,0,30,False,False,False
furniture_indoor,DK,platform_bed,platformseng,,0,0,0,30,False,False,False
hair_care,DK,scalp_serum,hovedbund serum,,0,0,0,35,False,False,False
jewelry_accessories,DK,signet_ring,signetring,,0,0,0,35,False,False,False
kids_baby,DK,baby_carrier,bæresele,,46.43,46.43,0.0,30,True,True,False
kitchen_dining,DK,ceramic_mugs,keramikkrus,,0,0,0,30,False,False,False
lingerie_intimates,DK,lounge_set,loungewear sæt,,0,0,0,35,False,False,False
lingerie_intimates,DK,matching_set,matching sæt,,0,0,0,35,False,False,False
lingerie_intimates,DK,silk_pajamas,silke pyjamas,,0,0,0,35,False,False,False
pet_supplies,DK,pet_carrier,transporttaske kæledyr,,0,0,0,30,False,False,False
sports_fitness,DK,compression_wear,kompressionstøj,,0,0,0,35,False,False,False
sports_fitness,DK,fitness_tracker,aktivitetsmåler,,0,0,0,35,False,False,False
sports_fitness,DK,resistance_bands,elastik bånd,,0,0,0,35,False,False,False
stationery_office,DK,highlighters,overstregningstusser,,0,0,0,30,False,False,False
stationery_office,DK,sticky_notes,post-it,,0,0,0,30,False,False,False
tech_accessories,DK,laptop_stand,laptop stander,,0,0,0,35,False,False,False
toys_games,DK,educational_toys,lærings legetøj,,0,0,0,30,False,False,False
travel_luggage,DK,checked_luggage,kuffert indchecket,,0,0,0,30,False,False,False
wellness_supplements,DK,sleep_aids,søvnhjælp,,0,0,0,35,False,False,False
kids_baby,DK,nursery_decor,børneværelse indretning,,12.86,13.04,-1.4,30,True,True,False
beauty_skincare,DK,retinol_serum,retinol serum,,7.29,7.43,-1.9,35,False,False,False
fashion_men,DK,leather_jacket,læderjakke,,19.29,19.68,-2.0,35,True,True,False
sports_fitness,DK,kettlebell,kettlebell,,32.14,33.14,-3.0,35,True,True,False
outdoor_recreation,DK,sleeping_bag,sovepose,,49.86,51.5,-3.2,25,True,True,False
kids_baby,DK,stroller,klapvogn,,53.43,57,-6.3,30,True,True,False
kids_baby,DK,school_bag,skoletaske,,50.86,54.43,-6.6,30,True,True,False
tech_accessories,DK,webcam,webcam,,33,35.89,-8.1,35,True,True,False
diy_tools,DK,ladder,stige,,55.71,61.07,-8.8,30,True,True,False
toys_games,DK,board_game,brætspil,,33,36.25,-9.0,30,True,True,False
furniture_indoor,DK,tv_stand,tv bord,,27.43,30.25,-9.3,30,True,True,False
fitness_apparel,DK,leggings,leggings,,35.57,39.25,-9.4,35,True,True,False
bikes_cycling,DK,electric_bike,elcykel,,62,69.39,-10.7,25,True,True,False
sports_fitness,DK,water_bottle,drikkedunk,,55,61.93,-11.2,35,True,True,False
automotive_accessories,DK,wiper_blades,viskerblade,,9.43,10.79,-12.6,30,False,True,False
toys_games,DK,wooden_toys,trælegetøj,,9.86,11.32,-12.9,30,False,True,False
kitchen_dining,DK,wine_glasses,vinglas,,38,43.82,-13.3,30,True,True,False
kitchen_dining,DK,dinnerware_set,stel,,35.71,41.82,-14.6,30,True,True,False
beauty_makeup,DK,concealer,concealer,,31.57,37.5,-15.8,40,True,True,False
kitchen_dining,DK,stand_mixer,røremaskine,,24,28.54,-15.9,30,True,True,False
bikes_cycling,DK,cargo_bike,ladcykel,,53.86,64.36,-16.3,25,True,True,False
toys_games,DK,puzzle,puslespil,,36.86,44.21,-16.6,30,True,True,False
bikes_cycling,DK,cycling_helmet,cykelhjelm,,36.43,44.14,-17.5,25,True,True,False
stationery_office,DK,calendar,kalender,,58.57,71,-17.5,30,True,True,False
stationery_office,DK,planner,kalender,,58.57,71,-17.5,30,True,True,False
kitchen_dining,DK,cutting_board,skærebræt,,23.57,28.68,-17.8,30,True,True,False
outdoor_recreation,DK,backpack,rygsæk,,57.86,70.71,-18.2,25,True,True,False
fashion_women,DK,trench_coat,trenchcoat,,9.43,11.54,-18.3,40,False,True,False
lighting,DK,pendant_light,pendel,,26.86,33.29,-19.3,30,True,True,False
stationery_office,DK,fountain_pen,fyldepen,,3.14,3.89,-19.3,30,False,False,False
home_decor,DK,curtains,gardiner,,48.14,60.11,-19.9,30,True,True,False
bath_personal_care,DK,perfume,parfume,,53.86,67.5,-20.2,30,True,True,False
wellness_supplements,DK,creatine,kreatin,,43.43,54.86,-20.8,35,True,True,False
automotive_accessories,DK,child_car_seat,autostol,,48.86,62.54,-21.9,30,True,True,False
furniture_indoor,DK,office_chair,kontorstol,,35.57,45.75,-22.2,30,True,True,False
home_decor,DK,vase,vase,,45.29,59.04,-23.3,30,True,True,False
kitchen_dining,DK,espresso_machine,espressomaskine,,35,45.64,-23.3,30,True,True,False
food_beverage_specialty,DK,craft_liquorice,lakrids,,44.86,58.75,-23.6,30,True,True,False
home_decor,DK,area_rug,gulvtæppe,,38.86,51.32,-24.3,30,True,True,False
toys_games,DK,trampoline,trampolin,,32.57,43.14,-24.5,30,True,True,False
furniture_indoor,DK,armchair,lænestol,,36,47.89,-24.8,30,True,True,False
beauty_makeup,DK,mascara,mascara,,44.57,59.54,-25.1,40,True,True,False
home_decor,DK,table_lamp,bordlampe,,37.43,50.07,-25.2,30,True,True,False
lighting,DK,table_lamp,bordlampe,,37.29,50.07,-25.5,30,True,True,False
food_beverage_specialty,DK,olive_oil,olivenolie,,40,53.79,-25.6,30,True,True,False
furniture_indoor,DK,dining_table,spisebord,,42.57,57.5,-26.0,30,True,True,False
footwear_casual,DK,loafers,loafers,,31.43,43.71,-28.1,35,True,True,False
fashion_men,DK,suit,jakkesæt,,31.29,43.64,-28.3,35,True,True,False
wellness_supplements,DK,protein_powder,proteinpulver,,39.71,55.57,-28.5,35,True,True,False
bikes_cycling,DK,road_bike,racercykel,,37.43,53.5,-30.0,25,True,True,False
footwear_casual,DK,running_shoes,løbesko,,43,61.82,-30.4,35,True,True,False
lighting,DK,wall_sconce,væglampe,,27.71,39.82,-30.4,30,True,True,False
sports_fitness,DK,running_shoes,løbesko,,43,61.82,-30.4,35,True,True,False
stationery_office,DK,office_desk,skrivebord,,38.71,55.71,-30.5,30,True,True,False
toys_games,DK,stuffed_animal,bamse,,17.71,26.57,-33.3,30,True,True,False
