industry,country,sub_category,query_en,query_da,recent_avg,trailing_avg,wow_change_pct,threshold_pct,meets_volume_floor,meets_baseline_floor,flagged
tech_accessories,US,laptop_stand,laptop stand,laptop stander,29.57,3.32,790.3,8,True,False,False
fitness_apparel,US,athletic_tee,athletic tee,trænings t-shirt,5.43,1.43,280.0,8,False,False,False
fashion_men,US,tee_basics,tee basics,basis t-shirt,1.86,0.5,271.4,8,False,False,False
food_beverage_specialty,US,natural_snacks,natural snacks,naturlige snacks,9.57,2.64,262.2,8,False,False,False
garden_outdoor,US,garden_hammock,garden hammock,hængekøje,5.29,1.64,221.7,8,False,False,False
jewelry_accessories,US,minimalist_watch,minimalist watch,minimalistisk ur,2.29,0.79,190.9,8,False,False,False
bikes_cycling,US,bike_pannier,bike pannier,cykeltaske,24.86,8.61,188.8,8,True,True,True
furniture_indoor,US,office_chair,office chair,kontorstol,37.57,13.18,185.1,8,True,True,True
fashion_men,US,wool_overcoat,wool overcoat,uldfrakke,19,6.86,177.1,8,True,False,False
food_beverage_specialty,US,craft_chocolate,craft chocolate,håndlavet chokolade,11.43,4.46,156.0,8,True,False,False
toys_games,US,kids_art_supplies,kids art supplies,børne hobbyartikler,1.57,0.68,131.6,8,False,False,False
jewelry_accessories,US,stacking_rings,stacking rings,stacking ringe,33.14,15.18,118.4,8,True,True,True
food_beverage_specialty,US,single_origin_coffee,single origin coffee,single origin kaffe,3.43,1.64,108.7,8,False,False,False
stationery_office,US,calligraphy_pen,calligraphy pen,kalligrafi pen,36,18.96,89.8,8,True,True,True
fashion_women,US,oversized_blazer,oversized blazer,oversize blazer,7.71,4.21,83.1,8,False,False,False
kitchen_dining,US,ceramic_mugs,ceramic mugs,keramikkrus,41.86,23.96,74.7,8,True,True,True
bikes_cycling,US,indoor_trainer,indoor trainer,hometrainer,11.29,6.57,71.7,8,True,False,False
fashion_women,US,cargo_trousers,cargo trousers,cargo bukser,19.57,11.68,67.6,8,True,True,True
footwear_casual,US,running_shoes,running shoes,løbesko,38.86,23.79,63.4,8,True,True,True
sports_fitness,US,running_shoes,running shoes,løbesko,38.71,23.79,62.8,8,True,True,True
home_appliances,US,tumble_dryer,tumble dryer,tørretumbler,25.14,16.5,52.4,8,True,True,True
fitness_apparel,US,compression_tights,compression tights,kompressionstights,18.29,12.04,51.9,8,True,True,True
tech_accessories,US,headphones,headphones,hovedtelefoner,61.86,43.61,41.9,8,True,True,True
diy_tools,US,screwdriver_set,screwdriver set,skruetrækkersæt,21.29,16.04,32.7,8,True,True,True
home_appliances,US,air_fryer,air fryer,airfryer,69.86,57,22.6,8,True,True,True
footwear_casual,US,slides,slides,badesandaler,51.43,42,22.4,8,True,True,True
stationery_office,US,notebook,notebook,notesbog,82.86,68.32,21.3,8,True,True,True
fashion_women,US,knit_cardigan,knit cardigan,strikket cardigan,17.57,14.64,20.0,8,True,True,True
bath_personal_care,US,bath_bomb,bath bomb,badebombe,50.29,42.14,19.3,8,True,True,True
footwear_casual,US,chelsea_boots,chelsea boots,chelsea boots,31.57,26.5,19.1,8,True,True,True
lingerie_intimates,US,silk_pajamas,silk pajamas,silke pyjamas,43.71,37,18.1,8,True,True,True
jewelry_accessories,US,tennis_bracelet,tennis bracelet,tennisarmbånd,29.57,25.11,17.8,8,True,True,True
bikes_cycling,US,cycling_helmet,cycling helmet,cykelhjelm,22.86,19.46,17.4,8,True,True,True
bath_personal_care,US,bath_salts,bath salts,badesalt,61.86,52.93,16.9,8,True,True,True
fashion_men,US,leather_jacket,leather jacket,læderjakke,22.43,19.21,16.7,8,True,True,True
fashion_women,US,slip_skirt,slip skirt,slipskirt,26,22.29,16.7,8,True,True,True
fashion_women,US,trench_coat,trench coat,trenchcoat,43.86,37.71,16.3,8,True,True,True
lighting,US,reading_lamp,reading lamp,læselampe,21.71,18.68,16.3,8,True,True,True
footwear_casual,US,loafers,loafers,loafers,34.86,30.18,15.5,8,True,True,True
fitness_apparel,US,training_jacket,training jacket,trænings jakke,6,5.25,14.3,8,False,False,False
home_decor,US,area_rug,area rug,gulvtæppe,11.71,10.29,13.9,8,True,True,True
automotive_accessories,US,winter_tires,winter tires,vinterdæk,72,63.54,13.3,8,True,True,True
footwear_casual,US,ballet_flats,ballet flats,ballerinasko,55.71,49.54,12.5,8,True,True,True
bikes_cycling,US,bike_lock,bike lock,cykellås,29.43,26.21,12.3,8,True,True,True
fashion_women,US,ballet_flats,ballet flats,ballerinasko,55.29,49.5,11.7,8,True,True,True
fashion_men,US,raw_denim,raw denim,raw denim,27.29,24.64,10.7,8,True,True,True
home_decor,US,wall_art,wall art,vægkunst,23.71,21.46,10.5,8,True,True,True
toys_games,US,wooden_toys,wooden toys,trælegetøj,32.29,29.21,10.5,8,True,True,True
home_decor,US,candle,candle,stearinlys,56.71,51.39,10.4,8,True,True,True
furniture_indoor,US,tv_stand,tv stand,tv bord,29.57,26.86,10.1,8,True,True,True
garden_outdoor,US,outdoor_rug,outdoor rug,udendørs tæppe,8.43,7.71,9.3,8,False,False,False
home_appliances,US,freezer,freezer,fryser,72.29,66.36,8.9,8,True,True,True
jewelry_accessories,US,signet_ring,signet ring,signetring,25.43,23.39,8.7,8,True,True,True
diy_tools,US,work_gloves,work gloves,arbejdshandsker,29.14,26.89,8.4,8,True,True,True
toys_games,US,puzzle,puzzle,puslespil,63,58.11,8.4,8,True,True,True
home_decor,US,indoor_planter,indoor planter,urtepotte,9.14,8.46,8.0,8,False,True,False
home_decor,US,throw_pillow,throw pillow,pyntepude,12.14,11.25,7.9,8,True,True,False
fitness_apparel,US,yoga_pants,yoga pants,yogabukser,34.71,32.32,7.4,8,True,True,False
kids_baby,US,kids_clothing,kids clothing,børnetøj,54.57,50.86,7.3,8,True,True,False
lighting,US,wall_sconce,wall sconce,væglampe,16.86,15.71,7.3,8,True,True,False
stationery_office,US,desk_organizer,desk organizer,skrivebordsorganizer,21,19.57,7.3,8,True,True,False
kids_baby,US,nursery_decor,nursery decor,børneværelse indretning,24,22.39,7.2,8,True,True,False
beauty_makeup,US,contour_stick,contour stick,contour stick,18.43,17.21,7.1,8,True,True,False
kitchen_dining,US,wine_glasses,wine glasses,vinglas,64,59.79,7.0,8,True,True,False
furniture_indoor,US,dining_table,dining table,spisebord,27.86,26.07,6.8,8,True,True,False
stationery_office,US,fountain_pen,fountain pen,fyldepen,40.71,38.14,6.7,8,True,True,False
pet_supplies,US,dog_bed,dog bed,hundeseng,30.14,28.29,6.6,8,True,True,False
toys_games,US,stuffed_animal,stuffed animal,bamse,60.29,56.54,6.6,8,True,True,False
fashion_men,US,suit,suit,jakkesæt,59.57,56,6.4,8,True,True,False
home_appliances,US,microwave,microwave,mikroovn,70,66.11,5.9,8,True,True,False
kitchen_dining,US,dinnerware_set,dinnerware set,stel,14.86,14.04,5.9,8,True,True,False
lingerie_intimates,US,robe,robe,morgenkåbe,41.57,39.25,5.9,8,True,True,False
pet_supplies,US,leash,leash,hundesnor,53.71,50.71,5.9,8,True,True,False
