industry,country,sub_category,query_en,query_da,recent_avg,trailing_avg,wow_change_pct,threshold_pct,meets_volume_floor,meets_baseline_floor,flagged
wellness_supplements,US,essential_oils,essential oils,æteriske olier,36,30.43,18.3,8,True,True,True
lighting,US,outdoor_solar_lights,outdoor solar lights,solcellelamper,28.71,24.57,16.9,8,True,True,True
garden_outdoor,US,fire_pit,fire pit,bålfad,37.57,32.21,16.6,8,True,True,True
footwear_casual,US,running_shoes,running shoes,løbesko,41.71,36.25,15.1,8,True,True,True
fashion_men,US,leather_jacket,leather jacket,læderjakke,52.86,46.29,14.2,8,True,True,True
sports_fitness,US,running_shoes,running shoes,løbesko,41,36.25,13.1,8,True,True,True
toys_games,US,building_blocks,building blocks,klodser,56.57,50.07,13.0,8,True,True,True
fashion_women,US,knit_cardigan,knit cardigan,strikket cardigan,44,38.96,12.9,8,True,True,True
home_appliances,US,kettle,kettle,elkedel,47.43,42.21,12.4,8,True,True,True
fashion_men,US,knitwear,knitwear,strikvarer,41.71,37.18,12.2,8,True,True,True
outdoor_recreation,US,sleeping_bag,sleeping bag,sovepose,5.29,4.71,12.1,8,False,False,False
lingerie_intimates,US,silk_pajamas,silk pajamas,silke pyjamas,49.14,44.18,11.2,8,True,True,True
lingerie_intimates,US,robe,robe,morgenkåbe,63.86,57.54,11.0,8,True,True,True
pet_supplies,US,litter_box,litter box,kattebakke,60.86,55.68,9.3,8,True,True,True
furniture_indoor,US,wardrobe,wardrobe,garderobe,62.57,57.82,8.2,8,True,True,True
tech_accessories,US,headphones,headphones,hovedtelefoner,54,50.18,7.6,8,True,True,False
toys_games,US,puzzle,puzzle,puslespil,76,70.75,7.4,8,True,True,False
home_decor,US,candle,candle,stearinlys,78.43,73.14,7.2,8,True,True,False
home_appliances,US,blender,blender,blender,57.71,53.93,7.0,8,True,True,False
footwear_casual,US,slides,slides,badesandaler,72.57,68.04,6.7,8,True,True,False
kitchen_dining,US,ceramic_mugs,ceramic mugs,keramikkrus,54.71,51.36,6.5,8,True,True,False
home_appliances,US,dishwasher,dishwasher,opvaskemaskine,66.29,62.86,5.5,8,True,True,False
beauty_skincare,US,vitamin_c_serum,vitamin c serum,c-vitamin serum,35.86,34.14,5.0,8,True,True,False
garden_outdoor,US,bbq,BBQ,grill,47.43,45.21,4.9,8,True,True,False
footwear_casual,US,boat_shoes,boat shoes,sejlersko,36.71,35.07,4.7,8,True,True,False
outdoor_recreation,US,camping_stove,camping stove,trangia,41.86,40.18,4.2,8,True,True,False
automotive_accessories,US,wiper_blades,wiper blades,viskerblade,67.43,64.79,4.1,8,True,True,False
tech_accessories,US,screen_protector,screen protector,skærmbeskytter,40.57,39.04,3.9,8,True,True,False
lighting,US,string_lights,string lights,lyskæde,38,36.68,3.6,8,True,True,False
food_beverage_specialty,US,olive_oil,olive oil,olivenolie,57.29,55.46,3.3,8,True,True,False
home_appliances,US,space_heater,space heater,el-radiator,30.14,29.25,3.1,8,True,True,False
furniture_indoor,US,bookshelf,bookshelf,bogreol,41.86,40.79,2.6,8,True,True,False
toys_games,US,wooden_toys,wooden toys,trælegetøj,40,39.04,2.5,8,True,True,False
home_appliances,US,microwave,microwave,mikroovn,72.29,70.64,2.3,8,True,True,False
home_appliances,US,air_fryer,air fryer,airfryer,61.14,59.89,2.1,8,True,True,False
beauty_skincare,US,hyaluronic_acid,hyaluronic acid,hyaluronsyre,35.14,34.46,2.0,8,True,True,False
home_appliances,US,freezer,freezer,fryser,73.14,71.68,2.0,8,True,True,False
furniture_indoor,US,tv_stand,tv stand,tv bord,36,35.39,1.7,8,True,True,False
hair_care,US,dry_shampoo,dry shampoo,tørshampoo,41.71,41.11,1.5,8,True,True,False
fitness_apparel,US,leggings,leggings,leggings,50.86,50.18,1.4,8,True,True,False
kitchen_dining,US,espresso_machine,espresso machine,espressomaskine,32.14,31.75,1.2,8,True,True,False
furniture_indoor,US,dining_table,dining table,spisebord,42.14,41.68,1.1,8,True,True,False
toys_games,US,board_game,board game,brætspil,56.29,55.68,1.1,8,True,True,False
fashion_men,US,dress_shoes,dress shoes,lædersko,35.86,35.5,1.0,8,True,True,False
food_beverage_specialty,US,hot_sauce,hot sauce,hot sauce,70,69.5,0.7,8,True,True,False
fashion_women,US,wrap_top,wrap top,slå-om top,28.86,28.68,0.6,8,True,True,False
fashion_men,US,suit,suit,jakkesæt,73.71,73.32,0.5,8,True,True,False
bikes_cycling,US,cycling_helmet,cycling helmet,cykelhjelm,21.43,21.39,0.2,8,True,True,False
lingerie_intimates,US,matching_set,matching set,matching sæt,39.29,39.21,0.2,8,True,True,False
outdoor_recreation,US,headlamp,headlamp,pandelampe,29.57,29.57,0.0,8,True,True,False
lingerie_intimates,US,shapewear,shapewear,shapewear,48.43,48.5,-0.1,8,True,True,False
sports_fitness,US,yoga_mat,yoga mat,yogamåtte,29.71,29.75,-0.1,8,True,True,False
fitness_apparel,US,matching_set,matching set,matching sæt,39.14,39.21,-0.2,8,True,True,False
home_decor,US,indoor_planter,indoor planter,urtepotte,16.29,16.32,-0.2,8,True,True,False
toys_games,US,stuffed_animal,stuffed animal,bamse,77.71,77.86,-0.2,8,True,True,False
home_decor,US,bedding_set,bedding set,sengetøj sæt,24.43,24.54,-0.4,8,True,True,False
fashion_women,US,slip_skirt,slip skirt,slipskirt,39.14,39.32,-0.5,8,True,True,False
outdoor_recreation,US,tent,tent,telt,46.71,46.93,-0.5,8,True,True,False
kids_baby,US,stroller,stroller,klapvogn,47.29,47.79,-1.0,8,True,True,False
lighting,US,chandelier,chandelier,lysekrone,40.57,40.96,-1.0,8,True,True,False
beauty_makeup,US,contour_stick,contour stick,contour stick,32,32.43,-1.3,8,True,True,False
hair_care,US,hair_dryer,hair dryer,hårtørrer,32.57,33.07,-1.5,8,True,True,False
sports_fitness,US,kettlebell,kettlebell,kettlebell,47.57,48.29,-1.5,8,True,True,False
home_appliances,US,refrigerator,refrigerator,køleskab,49.14,49.93,-1.6,8,True,True,False
bath_personal_care,US,perfume,perfume,parfume,70.71,72,-1.8,8,True,True,False
fashion_women,US,midi_skirt,midi skirt,midi nederdel,35.57,36.32,-2.1,8,True,True,False
home_appliances,US,washing_machine,washing machine,vaskemaskine,69,70.46,-2.1,8,True,True,False
bath_personal_care,US,bath_salts,bath salts,badesalt,60.14,61.5,-2.2,8,True,True,False
footwear_casual,US,ballet_flats,ballet flats,ballerinasko,80.57,82.36,-2.2,8,True,True,False
fitness_apparel,US,performance_fabric,performance fabric,funktionstekstil,10.14,10.39,-2.4,8,True,True,False
furniture_indoor,US,side_table,side table,sidebord,32,32.82,-2.5,8,True,True,False
home_decor,US,curtains,curtains,gardiner,65.86,67.54,-2.5,8,True,True,False
sports_fitness,US,compression_wear,compression wear,kompressionstøj,68,69.75,-2.5,8,True,True,False
toys_games,US,doll_house,doll house,dukkehus,71.43,73.29,-2.5,8,True,True,False
travel_luggage,US,travel_backpack,travel backpack,rejserygsæk,19.57,20.07,-2.5,8,True,True,False
lingerie_intimates,US,lounge_set,lounge set,loungewear sæt,15,15.39,-2.6,8,True,True,False
outdoor_recreation,US,trekking_poles,trekking poles,vandrestave,25.43,26.18,-2.9,8,True,True,False
beauty_makeup,US,lip_liner,lip liner,lip liner,55.43,57.14,-3.0,8,True,True,False
fitness_apparel,US,yoga_pants,yoga pants,yogabukser,50,51.54,-3.0,8,True,True,False
fashion_women,US,ballet_flats,ballet flats,ballerinasko,79.29,81.79,-3.1,8,True,True,False
jewelry_accessories,US,tennis_bracelet,tennis bracelet,tennisarmbånd,44.14,45.57,-3.1,8,True,True,False
kids_baby,US,kids_toys,kids toys,børnelegetøj,57.57,59.46,-3.2,8,True,True,False
home_decor,US,wall_art,wall art,vægkunst,38.14,39.46,-3.3,8,True,True,False
lighting,US,floor_lamp,floor lamp,standerlampe,31.29,32.43,-3.5,8,True,True,False
fitness_apparel,US,training_jacket,training jacket,trænings jakke,6.71,6.96,-3.6,8,False,False,False
home_appliances,US,dehumidifier,dehumidifier,affugter,42.71,44.36,-3.7,8,True,True,False
lingerie_intimates,US,seamless_underwear,seamless underwear,sømløse trusser,32.86,34.14,-3.8,8,True,True,False
stationery_office,US,planner,planner,kalender,72.14,74.96,-3.8,8,True,True,False
bath_personal_care,US,hand_cream,hand cream,håndcreme,25.57,26.64,-4.0,8,True,True,False
kids_baby,US,baby_bath,baby bath,babybadekar,39.71,41.39,-4.1,8,True,True,False
beauty_makeup,US,eyeshadow_palette,eyeshadow palette,øjenskygge palette,36.86,38.5,-4.3,8,True,True,False
pet_supplies,US,leash,leash,hundesnor,58.14,60.82,-4.4,8,True,True,False
bikes_cycling,US,bike_lights,bike lights,cykellygter,20.14,21.14,-4.7,8,True,True,False
fashion_men,US,raw_denim,raw denim,raw denim,38.57,40.46,-4.7,8,True,True,False
toys_games,US,trampoline,trampoline,trampolin,49.43,52.07,-5.1,8,True,True,False
pet_supplies,US,dog_bed,dog bed,hundeseng,41,43.29,-5.3,8,True,True,False
jewelry_accessories,US,silver_chain,silver chain,sølvkæde,29.86,31.61,-5.5,8,True,True,False
bath_personal_care,US,body_lotion,body lotion,bodylotion,27.86,29.54,-5.7,8,True,True,False
kitchen_dining,US,wine_glasses,wine glasses,vinglas,72.14,76.54,-5.7,8,True,True,False
furniture_indoor,US,storage_bench,storage bench,opbevaringsbænk,28.86,30.64,-5.8,8,True,True,False
hair_care,US,scalp_serum,scalp serum,hovedbund serum,18.43,19.57,-5.8,8,True,True,False
hair_care,US,curling_iron,curling iron,krøllejern,52.14,55.39,-5.9,8,True,True,False
hair_care,US,rosemary_oil,rosemary oil,rosmarinolie,36.14,38.43,-5.9,8,True,True,False
lighting,US,reading_lamp,reading lamp,læselampe,23.43,24.89,-5.9,8,True,True,False
stationery_office,US,fountain_pen,fountain pen,fyldepen,51.43,54.64,-5.9,8,True,True,False
wellness_supplements,US,magnesium_supplement,magnesium supplement,magnesium tilskud,34.86,37.04,-5.9,8,True,True,False
beauty_skincare,US,eye_cream,eye cream,øjencreme,33.29,35.43,-6.0,8,True,True,False
jewelry_accessories,US,engagement_ring,engagement ring,forlovelsesring,34.71,36.93,-6.0,8,True,True,False
tech_accessories,US,webcam,webcam,webcam,62.14,66.18,-6.1,8,True,True,False
fashion_men,US,polo_shirt,polo shirt,polo shirt,33.71,35.93,-6.2,8,True,True,False
home_decor,US,vase,vase,vase,59.14,63.07,-6.2,8,True,True,False
outdoor_recreation,US,cooler,cooler,køleboks,40.29,42.93,-6.2,8,True,True,False
fashion_men,US,chinos,chinos,chinos,57.43,61.32,-6.3,8,True,True,False
pet_supplies,US,food_bowl,food bowl,foderskål,42.71,45.57,-6.3,8,True,True,False
wellness_supplements,US,ashwagandha,ashwagandha,ashwagandha,45.71,48.79,-6.3,8,True,True,False
home_appliances,US,fan,fan,ventilator,40.86,43.64,-6.4,8,True,True,False
diy_tools,US,measuring_tape,measuring tape,målebånd,66.29,70.93,-6.5,8,True,True,False
jewelry_accessories,US,hoop_earrings,hoop earrings,creoler,38.71,41.39,-6.5,8,True,True,False
home_appliances,US,bread_maker,bread maker,bagemaskine,31.29,33.5,-6.6,8,True,True,False
diy_tools,US,tool_box,tool box,værktøjskasse,44.71,47.96,-6.8,8,True,True,False
beauty_skincare,US,retinol_cream,retinol cream,retinol creme,23.14,24.86,-6.9,8,True,True,False
tech_accessories,US,usb_hub,usb hub,usb hub,25.71,27.68,-7.1,8,True,True,False
home_appliances,US,vacuum_cleaner,vacuum cleaner,støvsuger,18.29,19.71,-7.2,8,True,True,False
wellness_supplements,US,sleep_aids,sleep aids,søvnhjælp,44.86,48.36,-7.2,8,True,True,False
jewelry_accessories,US,signet_ring,signet ring,signetring,34.71,37.43,-7.3,8,True,True,False
footwear_casual,US,white_sneakers,white sneakers,hvide sneakers,35.57,38.46,-7.5,8,True,True,False
jewelry_accessories,US,crossbody_bag,crossbody bag,crossbody taske,25.57,27.64,-7.5,8,True,True,False
garden_outdoor,US,bistro_table,bistro table,bistrobord,30.43,32.93,-7.6,8,True,True,False
hair_care,US,curl_cream,curl cream,krølle creme,45.71,49.5,-7.6,8,True,True,False
furniture_indoor,US,platform_bed,platform bed,platformseng,17.57,19.04,-7.7,8,True,True,False
tech_accessories,US,mouse_pad,mouse pad,musemåtte,40.43,43.82,-7.7,8,True,True,False
automotive_accessories,US,dash_cam,dash cam,dashcam,25.43,27.57,-7.8,8,True,True,False
pet_supplies,US,chew_toys,chew toys,tyggelegetøj,48.57,52.68,-7.8,8,True,True,False
beauty_makeup,US,liquid_blush,liquid blush,flydende blush,17.14,18.61,-7.9,8,True,True,False
kitchen_dining,US,cookware_set,cookware set,grydesæt,8.71,9.46,-7.9,8,False,True,False
pet_supplies,US,pet_harness,pet harness,hundesele,13.71,14.89,-7.9,8,True,True,False
wellness_supplements,US,vitamin_d,vitamin d,d-vitamin,47.71,51.82,-7.9,8,True,True,False
hair_care,US,hair_oil,hair oil,hårolie,35,38.04,-8.0,8,True,True,False
pet_supplies,US,scratching_post,scratching post,kradsetræ,38.71,42.07,-8.0,8,True,True,False
home_appliances,US,food_processor,food processor,foodprocessor,36.29,39.46,-8.1,8,True,True,False
stationery_office,US,calendar,calendar,kalender,70.57,76.79,-8.1,8,True,True,False
tech_accessories,US,phone_case,phone case,mobilcover,40.71,44.32,-8.1,8,True,True,False
beauty_makeup,US,lip_oil,lip oil,lip oil,20.86,22.71,-8.2,8,True,True,False
beauty_makeup,US,concealer,concealer,concealer,28.71,31.32,-8.3,8,True,True,False
hair_care,US,hair_mask,hair mask,hårmaske,36.71,40.07,-8.4,8,True,True,False
kids_baby,US,baby_carrier,baby carrier,bæresele,40.71,44.46,-8.4,8,True,True,False
kids_baby,US,nursery_decor,nursery decor,børneværelse indretning,28.29,30.89,-8.4,8,True,True,False
fitness_apparel,US,sports_bra,sports bra,sports bh,32.71,35.75,-8.5,8,True,True,False
home_decor,US,table_lamp,table lamp,bordlampe,21.57,23.57,-8.5,8,True,True,False
lighting,US,table_lamp,table lamp,bordlampe,21.57,23.57,-8.5,8,True,True,False
lingerie_intimates,US,bikini,bikini,bikini,41.14,44.96,-8.5,8,True,True,False
fashion_men,US,oxford_shirt,oxford shirt,oxford skjorte,19.86,21.75,-8.7,8,True,True,False
wellness_supplements,US,creatine,creatine,kreatin,55.43,60.68,-8.7,8,True,True,False
lighting,US,wall_sconce,wall sconce,væglampe,28.86,31.64,-8.8,8,True,True,False
lingerie_intimates,US,sports_bra,sports bra,sports bh,32.57,35.71,-8.8,8,True,True,False
bikes_cycling,US,gravel_bike,gravel bike,gravel bike,44.43,48.82,-9.0,8,True,True,False
home_appliances,US,coffee_machine,coffee machine,kaffemaskine,31.43,34.57,-9.1,8,True,True,False
beauty_makeup,US,mascara,mascara,mascara,50.57,55.75,-9.3,8,True,True,False
furniture_indoor,US,modular_sofa,modular sofa,modulsofa,10,11.04,-9.4,8,True,True,False
sports_fitness,US,water_bottle,water bottle,drikkedunk,68,75.07,-9.4,8,True,True,False
diy_tools,US,tool_storage,tool storage,værktøjsopbevaring,17.43,19.29,-9.6,8,True,True,False
home_appliances,US,tumble_dryer,tumble dryer,tørretumbler,27.29,30.18,-9.6,8,True,True,False
jewelry_accessories,US,pearl_necklace,pearl necklace,perlekæde,38.14,42.18,-9.6,8,True,True,False
automotive_accessories,US,car_cover,car cover,biltæppe,35.43,39.29,-9.8,8,True,True,False
automotive_accessories,US,car_detailing,car detailing,bilpleje,51.71,57.32,-9.8,8,True,True,False
home_appliances,US,stand_mixer,stand mixer,røremaskine,24.86,27.57,-9.8,8,True,True,False
kids_baby,US,baby_monitor,baby monitor,babyalarm,18.57,20.61,-9.9,8,True,True,False
lighting,US,led_strip,led strip,led strip,23.14,25.71,-10.0,8,True,True,False
beauty_makeup,US,setting_spray,setting spray,setting spray,46.57,51.82,-10.1,8,True,True,False
travel_luggage,US,checked_luggage,checked luggage,kuffert indchecket,47.71,53.07,-10.1,8,True,True,False
kitchen_dining,US,stand_mixer,stand mixer,røremaskine,24.71,27.54,-10.2,8,True,True,False
toys_games,US,educational_toys,educational toys,lærings legetøj,24.29,27.04,-10.2,8,True,True,False
kids_baby,US,high_chair,high chair,højstol,25,27.86,-10.3,8,True,True,False
home_decor,US,wall_mirror,wall mirror,vægspejl,25.43,28.39,-10.4,8,True,True,False
beauty_skincare,US,retinol_serum,retinol serum,retinol serum,22.29,24.89,-10.5,8,True,True,False
lingerie_intimates,US,bralette,bralette,bralette,30.43,34,-10.5,8,True,True,False
stationery_office,US,notebook,notebook,notesbog,77.29,86.36,-10.5,8,True,True,False
automotive_accessories,US,ev_charger,ev charger,elbil oplader,40.71,45.61,-10.7,8,True,True,False
wellness_supplements,US,collagen_powder,collagen powder,kollagen pulver,21.57,24.14,-10.7,8,True,True,False
bikes_cycling,US,cycling_jersey,cycling jersey,cykeltrøje,28.71,32.21,-10.9,8,True,True,False
bikes_cycling,US,electric_bike,electric bike,elcykel,21.29,23.93,-11.0,8,True,True,False
jewelry_accessories,US,leather_wallet,leather wallet,læderpung,17.29,19.43,-11.0,8,True,True,False
diy_tools,US,circular_saw,circular saw,rundsav,44,49.5,-11.1,8,True,True,False
fitness_apparel,US,running_shorts,running shorts,løbeshorts,30.43,34.21,-11.1,8,True,True,False
travel_luggage,US,carry_on_suitcase,carry on suitcase,håndbagage kuffert,36,40.5,-11.1,8,True,True,False
bath_personal_care,US,body_scrub,body scrub,body scrub,34.14,38.46,-11.2,8,True,True,False
bikes_cycling,US,road_bike,road bike,racercykel,36.43,41.04,-11.2,8,True,True,False
sports_fitness,US,weighted_vest,weighted vest,vægtvest,42.43,47.82,-11.3,8,True,True,False
hair_care,US,leave_in_conditioner,leave in conditioner,leave in conditioner,66.57,75.21,-11.5,8,True,True,False
hair_care,US,hair_growth_serum,hair growth serum,hårvækst serum,33.57,38,-11.7,8,True,True,False
beauty_makeup,US,highlighter,highlighter,highlighter,49,55.68,-12.0,8,True,True,False
footwear_casual,US,platform_sneakers,platform sneakers,platform sneakers,13.86,15.75,-12.0,8,True,True,False
travel_luggage,US,weekender_bag,weekender bag,weekendtaske,33.14,37.64,-12.0,8,True,True,False
diy_tools,US,work_gloves,work gloves,arbejdshandsker,39.71,45.29,-12.3,8,True,True,False
wellness_supplements,US,protein_powder,protein powder,proteinpulver,46.29,52.75,-12.3,8,True,True,False
furniture_indoor,US,armchair,armchair,lænestol,28.71,32.82,-12.5,8,True,True,False
tech_accessories,US,wireless_charger,wireless charger,trådløs oplader,20.86,23.86,-12.6,8,True,True,False
kids_baby,US,kids_clothing,kids clothing,børnetøj,49.71,57.14,-13.0,8,True,True,False
kitchen_dining,US,kitchen_scale,kitchen scale,køkkenvægt,11.43,13.14,-13.0,8,True,True,False
automotive_accessories,US,child_car_seat,child car seat,autostol,41.57,47.82,-13.1,8,True,True,False
footwear_casual,US,trail_runners,trail runners,trail løbesko,54.43,62.64,-13.1,8,True,True,False
diy_tools,US,tool_belt,tool belt,værktøjsbælte,36.57,42.14,-13.2,8,True,True,False
footwear_casual,US,high_tops,high tops,høje sneakers,66.57,76.75,-13.3,8,True,True,False
home_appliances,US,robot_vacuum,robot vacuum,robotstøvsuger,10,11.54,-13.3,8,True,True,False
bath_personal_care,US,shower_gel,shower gel,shower gel,17.14,19.79,-13.4,8,True,True,False
bikes_cycling,US,cargo_bike,cargo bike,ladcykel,14,16.18,-13.5,8,True,True,False
tech_accessories,US,monitor_arm,monitor arm,skærmarm,16.71,19.32,-13.5,8,True,True,False
fashion_women,US,cargo_trousers,cargo trousers,cargo bukser,19.14,22.18,-13.7,8,True,True,False
wellness_supplements,US,electrolyte_drink,electrolyte drink,elektrolyt drik,21,24.32,-13.7,8,True,True,False
bath_personal_care,US,shampoo_bar,shampoo bar,shampoo bar,13.43,15.57,-13.8,8,True,True,False
food_beverage_specialty,US,natural_wine,natural wine,naturvin,17.43,20.21,-13.8,8,True,True,False
lighting,US,pendant_light,pendant light,pendel,22.43,26.04,-13.9,8,True,True,False
home_decor,US,throw_pillow,throw pillow,pyntepude,19,22.14,-14.2,8,True,True,False
beauty_skincare,US,cleansing_oil,cleansing oil,renseolie,22.29,26,-14.3,8,True,True,False
beauty_makeup,US,tinted_moisturizer,tinted moisturizer,tinted moisturizer,23.71,27.71,-14.4,8,True,True,False
stationery_office,US,sticky_notes,sticky notes,post-it,68,79.57,-14.5,8,True,True,False
kids_baby,US,diaper_bag,diaper bag,pusletaske,55.86,65.39,-14.6,8,True,True,False
sports_fitness,US,gym_bag,gym bag,sportstaske,33.14,38.82,-14.6,8,True,True,False
beauty_skincare,US,niacinamide,niacinamide,niacinamid,22,25.79,-14.7,8,True,True,False
kitchen_dining,US,dinnerware_set,dinnerware set,stel,14.14,16.61,-14.8,8,True,True,False
stationery_office,US,office_desk,office desk,skrivebord,29.43,34.54,-14.8,8,True,True,False
wellness_supplements,US,massage_gun,massage gun,massagepistol,35.29,41.43,-14.8,8,True,True,False
home_appliances,US,air_conditioner,air conditioner,aircondition,22.86,26.89,-15.0,8,True,True,False
automotive_accessories,US,roof_box,roof box,tagboks,23,27.18,-15.4,8,True,True,False
beauty_skincare,US,sunscreen,sunscreen,solcreme,20,23.89,-16.3,8,True,True,False
toys_games,US,outdoor_toys,outdoor toys,udendørs legetøj,12.71,15.25,-16.6,8,True,True,False
stationery_office,US,leather_journal,leather journal,læder notesbog,22.71,27.39,-17.1,8,True,True,False
food_beverage_specialty,US,premium_tea,premium tea,premium te,5.14,6.21,-17.2,8,False,False,False
bikes_cycling,US,bike_lock,bike lock,cykellås,26.29,31.82,-17.4,8,True,True,False
lighting,US,smart_bulb,smart bulb,smart pære,9.86,11.93,-17.4,8,False,True,False
home_decor,US,area_rug,area rug,gulvtæppe,18.71,22.68,-17.5,8,True,True,False
garden_outdoor,US,parasol,parasol,parasol,35.57,43.18,-17.6,8,True,True,False
automotive_accessories,US,phone_mount,phone mount,mobilholder bil,21.14,25.68,-17.7,8,True,True,False
travel_luggage,US,luggage_tags,luggage tags,kuffertmærker,54.57,66.43,-17.8,8,True,True,False
diy_tools,US,ladder,ladder,stige,20.86,25.39,-17.9,8,True,True,False
travel_luggage,US,travel_pillow,travel pillow,rejsepude,12.86,15.68,-18.0,8,True,True,False
diy_tools,US,shop_vacuum,shop vacuum,værkstedstøvsuger,20.71,25.43,-18.5,8,True,True,False
diy_tools,US,screwdriver_set,screwdriver set,skruetrækkersæt,22.43,27.57,-18.7,8,True,True,False
travel_luggage,US,travel_toiletry,travel toiletry,toilettaske,22,27.07,-18.7,8,True,True,False
beauty_skincare,US,exfoliant,exfoliant,peeling,42.29,52.21,-19.0,8,True,True,False
kitchen_dining,US,chef_knife,chef knife,kokkekniv,27,33.39,-19.1,8,True,True,False
pet_supplies,US,pet_carrier,pet carrier,transporttaske kæledyr,20.86,25.79,-19.1,8,True,True,False
food_beverage_specialty,US,specialty_coffee,specialty coffee,specialty kaffe,12,15,-20.0,8,True,True,False
pet_supplies,US,cat_tree,cat tree,kradsetræ,24.86,31.07,-20.0,8,True,True,False
sports_fitness,US,fitness_tracker,fitness tracker,aktivitetsmåler,9.71,12.14,-20.0,8,False,True,False
food_beverage_specialty,US,fermented_foods,fermented foods,fermenterede fødevarer,24.29,30.43,-20.2,8,True,True,False
garden_outdoor,US,outdoor_rug,outdoor rug,udendørs tæppe,14,17.57,-20.3,8,True,True,False
travel_luggage,US,hardside_luggage,hardside luggage,hardcase kuffert,4.43,5.57,-20.5,8,False,False,False
sports_fitness,US,resistance_bands,resistance bands,elastik bånd,33,41.68,-20.8,8,True,True,False
bath_personal_care,US,deodorant_natural,deodorant natural,naturlig deodorant,11.86,15.04,-21.1,8,True,True,False
bath_personal_care,US,bath_bomb,bath bomb,badebombe,38,48.36,-21.4,8,True,True,False
beauty_skincare,US,face_mist,face mist,ansigtsmist,16.57,21.14,-21.6,8,True,True,False
garden_outdoor,US,outdoor_sofa,outdoor sofa,havesofa,6.14,7.89,-22.2,8,False,False,False
garden_outdoor,US,patio_set,patio set,havemøbelsæt,9,11.68,-22.9,8,False,True,False
diy_tools,US,cordless_drill,cordless drill,akku boremaskine,21.43,28.07,-23.7,8,True,True,False
tech_accessories,US,mechanical_keyboard,mechanical keyboard,mekanisk tastatur,13.43,17.64,-23.9,8,True,True,False
pet_supplies,US,grain_free_dog_food,grain free dog food,kornfri hundemad,11.71,15.5,-24.4,8,True,True,False
stationery_office,US,desk_organizer,desk organizer,skrivebordsorganizer,21.29,28.25,-24.7,8,True,True,False
