industry,country,sub_category,query_en,query_da,recent_avg,trailing_avg,wow_change_pct,threshold_pct,meets_volume_floor,meets_baseline_floor,flagged
tech_accessories,US,laptop_stand,laptop stand,laptop stander,42.57,11.43,272.5,8,True,True,True
toys_games,US,kids_art_supplies,kids art supplies,børne hobbyartikler,1.71,0.5,242.9,8,False,False,False
outdoor_recreation,US,campsite_chair,campsite chair,campingstol,11.71,3.57,228.0,8,True,False,False
garden_outdoor,US,garden_hammock,garden hammock,hængekøje,5,1.71,191.7,8,False,False,False
sports_fitness,US,foam_roller,foam roller,foam roller,34.29,13.89,146.8,8,True,True,True
fashion_men,US,tee_basics,tee basics,basis t-shirt,2.29,1.14,100.0,8,False,False,False
bikes_cycling,US,indoor_trainer,indoor trainer,hometrainer,9.43,4.75,98.5,8,False,False,False
fashion_women,US,oversized_blazer,oversized blazer,oversize blazer,3.29,1.68,95.7,8,False,False,False
bikes_cycling,US,bike_pannier,bike pannier,cykeltaske,18.43,9.5,94.0,8,True,True,True
fashion_men,US,wool_overcoat,wool overcoat,uldfrakke,8.86,4.57,93.8,8,False,False,False
food_beverage_specialty,US,single_origin_coffee,single origin coffee,single origin kaffe,3.14,1.89,66.0,8,False,False,False
food_beverage_specialty,US,craft_chocolate,craft chocolate,håndlavet chokolade,8.57,5.18,65.5,8,False,False,False
stationery_office,US,calligraphy_pen,calligraphy pen,kalligrafi pen,23.57,16,47.3,8,True,True,True
jewelry_accessories,US,stacking_rings,stacking rings,stacking ringe,25.71,18,42.9,8,True,True,True
fitness_apparel,US,athletic_tee,athletic tee,trænings t-shirt,5.14,3.64,41.2,8,False,False,False
furniture_indoor,US,office_chair,office chair,kontorstol,37.86,26.82,41.1,8,True,True,True
food_beverage_specialty,US,natural_snacks,natural snacks,naturlige snacks,8.71,6.39,36.3,8,False,False,False
pet_supplies,US,cat_tree,cat tree,kradsetræ,40.14,29.68,35.3,8,True,True,True
diy_tools,US,cordless_drill,cordless drill,akku boremaskine,10.86,8.36,29.9,8,True,True,True
sports_fitness,US,resistance_bands,resistance bands,elastik bånd,8.29,6.57,26.1,8,False,False,False
footwear_casual,US,ballet_flats,ballet flats,ballerinasko,57.86,46.43,24.6,8,True,True,True
stationery_office,US,highlighters,highlighters,overstregningstusser,94.71,76.07,24.5,8,True,True,True
fashion_women,US,ballet_flats,ballet flats,ballerinasko,57.71,46.54,24.0,8,True,True,True
bath_personal_care,US,bath_bomb,bath bomb,badebombe,36,29.5,22.0,8,True,True,True
stationery_office,US,notebook,notebook,notesbog,40.71,33.39,21.9,8,True,True,True
fitness_apparel,US,compression_tights,compression tights,kompressionstights,17.43,14.93,16.7,8,True,True,True
tech_accessories,US,headphones,headphones,hovedtelefoner,36.71,31.54,16.4,8,True,True,True
footwear_casual,US,high_tops,high tops,høje sneakers,70.71,61.04,15.9,8,True,True,True
outdoor_recreation,US,backpack,backpack,rygsæk,65.57,57.04,15.0,8,True,True,True
kids_baby,US,kids_clothing,kids clothing,børnetøj,55.86,48.82,14.4,8,True,True,True
sports_fitness,US,water_bottle,water bottle,drikkedunk,75.14,65.82,14.2,8,True,True,True
footwear_casual,US,loafers,loafers,loafers,33.14,29.32,13.0,8,True,True,True
garden_outdoor,US,garden_chair,garden chair,havestol,5.86,5.21,12.3,8,False,False,False
fashion_women,US,slip_skirt,slip skirt,slipskirt,11.14,9.96,11.8,8,True,True,True
kids_baby,US,school_bag,school bag,skoletaske,37.29,33.46,11.4,8,True,True,True
footwear_casual,US,slides,slides,badesandaler,40.71,36.64,11.1,8,True,True,True
fashion_women,US,knit_cardigan,knit cardigan,strikket cardigan,16.43,14.86,10.6,8,True,True,True
footwear_casual,US,white_sneakers,white sneakers,hvide sneakers,18.86,17.11,10.2,8,True,True,True
footwear_casual,US,chelsea_boots,chelsea boots,chelsea boots,23.29,21.21,9.8,8,True,True,True
lingerie_intimates,US,robe,robe,morgenkåbe,42.29,38.5,9.8,8,True,True,True
kitchen_dining,US,chef_knife,chef knife,kokkekniv,41.86,38.18,9.6,8,True,True,True
sports_fitness,US,running_shoes,running shoes,løbesko,27.29,24.89,9.6,8,True,True,True
fashion_men,US,leather_jacket,leather jacket,læderjakke,14.57,13.36,9.1,8,True,True,True
jewelry_accessories,US,minimalist_watch,minimalist watch,minimalistisk ur,1.71,1.57,9.1,8,False,False,False
fashion_men,US,suit,suit,jakkesæt,45.71,41.93,9.0,8,True,True,True
